LGA_PID,LGA_NAME,STATE_PID,ST_ABBREV,COUNT_BY_GOV_FM,COUNT_BY_GOV_OD,COUNT_BY_INTERNAL_MODEL,COUNT_BY_3RD_PARTY,COUNT_LOW_AAD,COUNT_MEDIUM_AAD,COUNT_HIGH_AAD,COUNT_LOW_FREQUENCY,COUNT_MEDIUM_FREQUENCY,COUNT_HIGH_FREQUENCY,TOTAL_AAD,RANK_AAD
NSW189,WARRINGAH COUNCIL,1,NSW,23907,0,47011,121,69381,596,941,69641,399,878,3687000,63
NSW205,HOLROYD CITY COUNCIL,1,NSW,25807,0,18849,0,44249,353,54,44366,148,142,360000,258
QLD307,WUJAL WUJAL ABORIGINAL SHIRE,3,QLD,0,0,0,0,0,0,0,0,0,0,0,497
QLD318,MAREEBA SHIRE,3,QLD,0,0,0,8377,0,0,0,0,0,0,909000,184
QLD35,CARPENTARIA SHIRE,3,QLD,0,0,0,2176,0,0,0,0,0,0,1198000,156
NSW173,BLAYNEY SHIRE COUNCIL,1,NSW,0,0,3515,0,3289,146,80,3400,115,0,290000,280
NSW174,UPPER LACHLAN SHIRE COUNCIL,1,NSW,0,0,2779,139,2689,52,38,2734,45,0,186000,318
NSW256,BLAND SHIRE COUNCIL,1,NSW,0,0,0,2943,0,0,0,0,0,0,52000,390
NSW296,MOREE PLAINS SHIRE COUNCIL,1,NSW,4789,0,44,822,1517,1089,2227,2854,1672,307,4636000,54
QLD289,ROCKHAMPTON REGIONAL,3,QLD,20935,12322,0,3350,29256,2569,1432,31338,881,1038,7177000,39
QLD301,DOOMADGEE ABORIGINAL SHIRE,3,QLD,0,0,0,229,0,0,0,0,0,0,1000,480
QLD312,WESTERN DOWNS REGIONAL,3,QLD,561,0,52,15575,50,562,1,50,563,0,7102000,40
QLD89,LOGAN CITY,3,QLD,0,0,130070,30,126247,2281,1542,127164,2107,799,6502000,45
NSW161,LITHGOW CITY COUNCIL,1,NSW,0,0,9273,0,8691,347,235,9002,271,0,726000,209
NSW235,BATHURST REGIONAL COUNCIL,1,NSW,0,0,12227,4539,11863,343,21,12205,22,0,1064000,170
NSW254,MARRICKVILLE COUNCIL,1,NSW,0,0,36610,6047,36461,147,2,36608,2,0,463000,242
NSW294,WILLOUGHBY CITY COUNCIL,1,NSW,8256,0,24250,312,32382,88,36,32452,13,41,342000,264
NSW309,KEMPSEY SHIRE COUNCIL,1,NSW,6319,0,4899,0,8749,964,1505,9572,623,1023,19066000,15
NT60,LITCHFIELD MUNICIPALITY,7,NT,0,0,0,9127,0,0,0,0,0,0,447000,243
QLD142,TOWNSVILLE CITY,3,QLD,523,0,78338,8234,75828,1813,1220,76568,1582,711,3979000,61
QLD279,GOONDIWINDI REGIONAL,3,QLD,11,0,92,4902,92,11,0,92,11,0,2386000,97
QLD9,BARCOO SHIRE,3,QLD,0,0,0,0,0,0,0,0,0,0,0,497
SA131,THE DC OF ORROROO CARRIETON,4,SA,0,0,0,766,0,0,0,0,0,0,5000,454
NSW246,KOGARAH CITY COUNCIL,1,NSW,5856,0,21082,62,26860,49,29,26878,30,30,241000,297
NSW255,URANA SHIRE COUNCIL,1,NSW,0,0,10,1071,0,2,8,0,10,0,71000,373
NSW295,FAIRFIELD CITY COUNCIL,1,NSW,32472,0,39939,0,66703,2745,2963,68363,1264,2784,15685000,21
NT61,COOMALIE SHIRE,7,NT,0,0,0,562,0,0,0,0,0,0,41000,401
NT64,UN-INCORPORATED (ELRUNDIE) AREA,7,NT,0,0,0,0,0,0,0,0,0,0,0,497
SA110,THE DC OF BARUNGA WEST,4,SA,0,0,1631,9,1607,6,18,1606,8,17,47000,396
TAS84,TASMAN COUNCIL,6,TAS,0,0,2301,86,2062,225,14,2062,225,14,161000,330
VIC128,KNOX CITY,2,VIC,0,0,65056,0,65053,2,1,65045,7,4,6000,450
VIC89,GLEN EIRA CITY,2,VIC,0,0,69970,0,69869,89,12,69850,35,85,87000,365
WA289,TOWN OF NARROGIN,5,WA,0,0,668,1974,659,9,0,659,9,0,251000,294
NSW181,RYDE CITY COUNCIL,1,NSW,8282,0,40850,1995,48984,125,23,49091,29,12,548000,231
NSW230,GRIFFITH CITY COUNCIL,1,NSW,2339,0,111,8459,1832,526,92,1733,454,263,1566000,133
NSW244,TUMBARUMBA SHIRE COUNCIL,1,NSW,0,0,1147,0,1083,18,46,1099,48,0,226000,306
NSW258,KU-RING-GAI COUNCIL,1,NSW,197,0,49353,0,49550,0,0,49550,0,0,0,497
NSW298,SUTHERLAND SHIRE COUNCIL,1,NSW,15875,0,88463,0,103501,231,606,103704,605,29,4276000,59
NT59,BELYUEN SHIRE,7,NT,0,0,0,0,0,0,0,0,0,0,0,497
SA81,CITY OF PROSPECT,4,SA,0,0,10608,0,10608,0,0,10608,0,0,0,497
SA83,CITY OF UNLEY,4,SA,0,0,2317,18077,2317,0,0,2317,0,0,1274000,144
NSW218,CENTRAL DARLING SHIRE COUNCIL,1,NSW,0,0,0,1345,0,0,0,0,0,0,177000,325
NSW232,MOSMAN MUNICIPAL COUNCIL,1,NSW,0,0,16111,6,16111,0,0,16111,0,0,0,497
NSW274,ARMIDALE DUMARESQ COUNCIL,1,NSW,0,0,5476,5866,5476,0,0,5476,0,0,303000,274
NSW288,WINGECARRIBEE SHIRE COUNCIL,1,NSW,0,0,20929,0,20565,206,158,20747,182,0,754000,204
NT70,WAGAIT SHIRE,7,NT,0,0,0,427,0,0,0,0,0,0,0,497
QLD274,CENTRAL HIGHLANDS REGIONAL,3,QLD,1885,0,2,11371,0,0,1887,0,1887,0,4529000,56
QLD303,NAPRANUM ABORIGINAL SHIRE,3,QLD,0,0,0,0,0,0,0,0,0,0,0,497
QLD309,PORMPURAAW ABORIGINAL SHIRE,3,QLD,0,0,0,256,0,0,0,0,0,0,0,497
QLD316,DOUGLAS SHIRE,3,QLD,0,0,0,8798,0,0,0,0,0,0,188000,316
SA77,CITY OF MOUNT GAMBIER,4,SA,0,0,14653,0,14167,188,298,14237,193,223,2811000,82
NSW277,HAWKESBURY CITY COUNCIL,1,NSW,16870,0,2053,0,7214,7700,4009,15770,2647,506,25176000,8
QLD59,FLINDERS SHIRE,3,QLD,0,0,0,1870,0,0,0,0,0,0,35000,409
SA101,CITY OF TEA TREE GULLY,4,SA,0,0,46870,0,46772,70,28,46775,61,34,82000,367
SA143,MOUNT BARKER DISTRICT COUNCIL,4,SA,0,0,323,12837,323,0,0,323,0,0,102000,358
VIC164,INDIGO SHIRE,2,VIC,188,0,5305,0,5181,301,11,5238,255,0,239000,299
WA368,TOWN OF CLAREMONT,5,WA,0,2996,2484,0,5477,3,0,5478,2,0,4000,456
WA386,SHIRE OF NORTHAM,5,WA,0,4020,1597,0,4818,574,225,5469,116,32,832000,193
NSW179,DUBBO CITY COUNCIL,1,NSW,2579,0,16311,0,17622,927,341,18493,392,5,820000,194
NSW200,COUNCIL OF THE CITY OF SYDNEY,1,NSW,0,0,117698,114,117632,66,0,117698,0,0,4000,456
NSW300,COOTAMUNDRA SHIRE COUNCIL,1,NSW,0,0,3628,0,2085,1002,541,2691,937,0,1444000,136
NSW302,BREWARRINA SHIRE COUNCIL,1,NSW,0,0,0,790,0,0,0,0,0,0,123000,349
QLD306,PALM ISLAND ABORIGINAL SHIRE,3,QLD,0,0,0,0,0,0,0,0,0,0,0,497
SA122,THE FLINDERS RANGES COUNCIL,4,SA,0,0,0,1924,0,0,0,0,0,0,156000,335
SA136,THE BERRI BARMERA COUNCIL,4,SA,4150,0,0,0,4075,74,1,4075,75,0,49000,394
SA95,SOUTHERN MALLEE DC,4,SA,0,0,0,1229,0,0,0,0,0,0,0,497
TAS90,HOBART CITY COUNCIL,6,TAS,0,0,29594,0,29538,25,31,29537,12,45,730000,208
WA306,SHIRE OF QUAIRADING,5,WA,0,0,578,0,578,0,0,578,0,0,0,497
WA308,CITY OF ROCKINGHAM,5,WA,0,11302,45599,0,56252,416,233,56202,237,462,1672000,128
WA327,SHIRE OF WONGAN-BALLIDU,5,WA,0,0,924,19,923,0,1,923,0,1,3000,463
WA336,SHIRE OF PINGELLY,5,WA,0,0,766,1,766,0,0,766,0,0,0,497
NSW162,COOMA-MONARO COUNCIL,1,NSW,0,0,4511,0,3986,252,273,4230,281,0,964000,178
NSW177,LANE COVE MUNICIPAL COUNCIL,1,NSW,0,0,16748,2357,16734,14,0,16748,0,0,12000,437
NSW196,STRATHFIELD MUNICIPAL COUNCIL,1,NSW,0,0,16449,556,16219,199,31,16415,34,0,322000,269
NSW241,SINGLETON SHIRE COUNCIL,1,NSW,6511,0,1859,0,5418,1570,1382,6501,1620,249,4268000,60
NSW249,WOLLONDILLY SHIRE COUNCIL,1,NSW,1093,0,11421,0,12217,262,35,12445,52,17,299000,276
NT75,WEST ARNHEM SHIRE,7,NT,0,0,0,779,0,0,0,0,0,0,1000,480
QLD285,MORETON BAY REGIONAL,3,QLD,190497,0,0,0,182373,5182,2942,182004,1917,6576,17136000,18
SA113,THE DC OF CLEVE,4,SA,0,0,0,940,0,0,0,0,0,0,1000,480
SA114,THE DC OF COOBER PEDY,4,SA,0,0,0,2156,0,0,0,0,0,0,0,497
SA116,THE DC OF FRANKLIN HARBOUR,4,SA,0,0,0,984,0,0,0,0,0,0,5000,454
SA86,COORONG DC,4,SA,0,0,391,2209,199,157,35,320,56,15,235000,301
SA94,THE DC OF PETERBOROUGH,4,SA,0,0,0,1243,0,0,0,0,0,0,0,497
NSW210,WARRUMBUNGLE SHIRE COUNCIL,1,NSW,0,0,4665,0,3563,476,626,3977,688,0,2484000,91
NSW223,GLOUCESTER SHIRE COUNCIL,1,NSW,0,0,1862,0,1839,13,10,1852,10,0,40000,403
NSW234,THE COUNCIL OF THE SHIRE OF HORNSBY,1,NSW,708,0,64886,790,65228,218,148,65433,73,88,1040000,172
NSW263,SNOWY RIVER SHIRE COUNCIL,1,NSW,0,0,5081,0,4851,154,76,4943,138,0,371000,256
NSW275,LIVERPOOL CITY COUNCIL,1,NSW,48024,0,26961,0,67045,5305,2635,71333,2290,1362,10948000,27
NSW280,CESSNOCK CITY COUNCIL,1,NSW,7107,0,15625,0,20572,1558,602,21912,762,58,2592000,87
NSW292,WELLINGTON COUNCIL,1,NSW,0,0,969,2797,896,60,13,949,20,0,649000,218
NSW310,WOLLONGONG CITY COUNCIL,1,NSW,55215,0,37625,12,84987,3781,4072,85494,2382,4964,27888000,6
NSW312,SHOALHAVEN CITY COUNCIL,1,NSW,22565,0,33960,49,51394,2673,2458,53005,1721,1799,16449000,19
NT57,BARKLY SHIRE,7,NT,0,0,0,2289,0,0,0,0,0,0,6000,450
NSW167,MUSWELLBROOK SHIRE COUNCIL,1,NSW,2398,0,4642,0,5470,237,1333,6973,48,19,2512000,89
NSW190,DENILIQUIN COUNCIL,1,NSW,4485,0,0,7,1257,2689,539,4268,183,34,1924000,111
NSW195,GUYRA SHIRE COUNCIL,1,NSW,0,0,1529,0,1436,63,30,1499,30,0,121000,350
NSW213,NORTH SYDNEY COUNCIL,1,NSW,0,0,49715,74,49707,7,1,49714,1,0,15000,431
NSW238,CONARGO SHIRE COUNCIL,1,NSW,0,0,0,64,0,0,0,0,0,0,14000,434
NSW242,HAY SHIRE COUNCIL,1,NSW,1757,0,0,27,22,0,1735,22,1523,212,12436000,25
NSW270,THE HILLS SHIRE COUNCIL,1,NSW,24582,0,37712,34,62227,53,14,62266,19,9,107000,356
NSW283,BLACKTOWN CITY COUNCIL,1,NSW,32182,0,82113,5115,112703,1074,518,113635,172,488,2269000,101
NSW305,EUROBODALLA SHIRE COUNCIL,1,NSW,19987,0,7577,945,24970,1473,1121,25103,1362,1099,6871000,42
NSW311,COFFS HARBOUR CITY COUNCIL,1,NSW,10812,0,26046,0,33905,1665,1288,34820,831,1207,9984000,30
NSW313,AUBURN CITY COUNCIL,1,NSW,4612,0,25558,0,29091,655,424,29009,1160,1,735000,207
QLD273,CASSOWARY COAST REGIONAL,3,QLD,171,7131,8235,1305,8968,2531,4038,10023,3020,2494,21661000,13
QLD304,MAPOON ABORIGINAL SHIRE,3,QLD,0,0,0,0,0,0,0,0,0,0,0,497
QLD311,CHERBOURG ABORIGINAL SHIRE,3,QLD,6,0,355,0,332,19,10,332,19,10,46000,399
NSW203,MANLY COUNCIL,1,NSW,2183,0,20305,277,22156,162,170,22307,6,175,1076000,167
NSW236,LISMORE CITY COUNCIL,1,NSW,7377,0,11391,0,14666,566,3536,15112,1539,2117,30482000,3
NSW301,PALERANG COUNCIL,1,NSW,0,0,1590,1612,1507,35,48,1535,55,0,435000,246
NSW303,GOSFORD CITY COUNCIL,1,NSW,37837,20174,31250,4,86374,1162,1725,86875,449,1937,9477000,31
NT55,ALICE SPRINGS MUNICIPALITY,7,NT,7422,0,0,3849,5215,2095,112,5215,2196,11,2457000,92
NT63,DARWIN WATERFRONT PRECINCT MUNICIPALITY,7,NT,0,0,0,0,0,0,0,0,0,0,0,497
NT66,UN-INCORPORATED (YULARA) AREA,7,NT,0,0,0,0,0,0,0,0,0,0,0,497
QLD272,CAIRNS REGIONAL,3,QLD,55185,0,0,28582,34107,21078,0,34108,21077,0,13127000,22
QLD281,ISAAC REGIONAL,3,QLD,0,0,0,10191,0,0,0,0,0,0,700000,211
QLD298,TORRES STRAIT ISLAND REGIONAL,3,QLD,0,0,0,0,0,0,0,0,0,0,0,497
QLD300,WOORABINDA ABORIGINAL SHIRE,3,QLD,0,0,0,0,0,0,0,0,0,0,0,497
NSW160,BELLINGEN SHIRE COUNCIL,1,NSW,4619,0,209,0,4305,352,171,4431,283,114,1675000,127
NSW165,BOURKE SHIRE COUNCIL,1,NSW,0,1265,0,171,0,1265,0,1265,0,0,273000,285
NSW212,THE COUNCIL OF THE MUNICIPALITY OF KIAMA,1,NSW,0,0,10230,9,9647,241,342,9887,343,0,1302000,141
NSW282,CITY OF CANADA BAY COUNCIL,1,NSW,39977,0,4795,0,43114,1407,251,43025,1008,739,1019000,175
NSW306,SHELLHARBOUR CITY COUNCIL,1,NSW,20916,0,9009,0,26587,2273,1065,26668,1309,1948,3576000,65
QLD150,WEIPA TOWN,3,QLD,0,0,0,1879,0,0,0,0,0,0,41000,401
QLD23,BULLOO SHIRE,3,QLD,0,0,0,404,0,0,0,0,0,0,10000,443
NSW186,BOOROWA COUNCIL,1,NSW,0,0,1285,0,1183,65,37,1244,41,0,188000,316
NSW199,WAGGA WAGGA CITY COUNCIL,1,NSW,23070,0,5604,0,22727,3029,2918,27918,694,62,8148000,35
NSW227,UPPER HUNTER SHIRE COUNCIL,1,NSW,0,0,3716,3031,3403,203,110,3588,128,0,1856000,118
NSW267,PARRAMATTA CITY COUNCIL,1,NSW,46905,0,40253,790,84441,1706,1011,85129,1145,884,3453000,69
NT62,KATHERINE MUNICIPALITY,7,NT,3011,0,0,302,1466,0,1545,1466,1297,248,3464000,68
QLD152,WINTON SHIRE,3,QLD,0,0,0,867,0,0,0,0,0,0,65000,380
NSW202,TAMWORTH REGIONAL COUNCIL,1,NSW,7841,0,18003,0,24433,961,450,25418,416,10,1931000,110
NSW245,GREATER HUME SHIRE COUNCIL,1,NSW,0,0,3728,96,2482,994,252,3059,669,0,1112000,162
NSW250,OBERON COUNCIL,1,NSW,0,0,2216,0,2213,2,1,2215,1,0,4000,456
NSW269,JUNEE SHIRE COUNCIL,1,NSW,2272,0,154,0,2243,136,47,2269,72,85,182000,319
NSW290,TEMORA SHIRE COUNCIL,1,NSW,0,0,2247,364,1871,356,20,1987,260,0,233000,302
NSW307,GREAT LAKES COUNCIL,1,NSW,20417,0,7689,17,22607,4729,770,25549,1503,1054,3478000,67
QLD278,GLADSTONE REGIONAL,3,QLD,0,19624,9646,1299,28108,813,349,28444,533,293,1877000,116
QLD287,NORTHERN PENINSULA AREA REGIONAL,3,QLD,0,0,0,762,0,0,0,0,0,0,0,497
QLD295,SUNSHINE COAST REGIONAL,3,QLD,120771,0,26659,1824,134838,12504,88,134840,12502,88,5073000,52
SA121,THE DC OF LOXTON WAIKERIE,4,SA,2499,0,0,1358,2410,89,0,2410,89,0,91000,362
TAS70,DERWENT VALLEY COUNCIL,6,TAS,0,0,3857,0,3617,55,185,3646,62,149,840000,191
VIC148,MOYNE SHIRE,2,VIC,1096,0,2953,1299,3833,122,94,3841,155,53,737000,206
WA316,TOWN OF VICTORIA PARK,5,WA,0,7424,15829,0,23251,2,0,23253,0,0,2000,467
WA413,SHIRE OF WAGIN,5,WA,0,0,0,1392,0,0,0,0,0,0,316000,271
WA385,SHIRE OF SHARK BAY,5,WA,0,0,0,623,0,0,0,0,0,0,1000,480
WA421,SHIRE OF WYNDHAM-EAST KIMBERLEY,5,WA,0,0,0,3025,0,0,0,0,0,0,545000,232
QLD282,LOCKYER VALLEY REGIONAL,3,QLD,0,0,15110,0,14064,287,759,14067,282,761,3246000,75
QLD308,KOWANYAMA ABORIGINAL SHIRE,3,QLD,0,0,0,576,0,0,0,0,0,0,0,497
QLD48,DIAMANTINA SHIRE,3,QLD,0,0,0,0,0,0,0,0,0,0,0,497
NSW153,UNINCORPORATED,1,NSW,38,0,526,358,521,4,39,524,2,38,161000,330
NSW193,PARKES SHIRE COUNCIL,1,NSW,0,0,6546,613,6452,60,34,6477,69,0,157000,332
NSW194,BYRON SHIRE COUNCIL,1,NSW,11494,0,3016,0,11447,1616,1447,12282,647,1581,5513000,49
NSW252,WYONG SHIRE COUNCIL,1,NSW,45307,1455,31662,0,70404,4001,4019,70917,3290,4217,19782000,14
QLD269,BARCALDINE REGIONAL,3,QLD,0,0,1,3120,0,1,0,0,1,0,378000,253
QLD271,BUNDABERG REGIONAL,3,QLD,35757,0,5000,710,36561,2186,2010,36488,3519,750,7854000,36
QLD297,TOOWOOMBA REGIONAL,3,QLD,433,0,75032,1257,72760,2203,502,72781,2183,501,3392000,71
QLD68,HINCHINBROOK SHIRE,3,QLD,5474,0,78,395,3018,2534,0,3018,2534,0,908000,185
SA123,THE DC OF KAROONDA EAST MURRAY,4,SA,0,0,0,511,0,0,0,0,0,0,0,497
SA138,KANGAROO ISLAND COUNCIL,4,SA,0,0,0,4030,0,0,0,0,0,0,0,497
SA141,YORKE PENINSULA COUNCIL,4,SA,0,0,10289,251,10024,112,153,10008,47,234,534000,233
NSW198,LOCKHART SHIRE COUNCIL,1,NSW,1707,0,284,11,836,1086,69,1447,471,73,369000,257
NSW231,BROKEN HILL CITY COUNCIL,1,NSW,0,0,0,12750,0,0,0,0,0,0,2000,467
QLD103,MORNINGTON SHIRE,3,QLD,0,0,0,283,0,0,0,0,0,0,0,497
QLD123,QUILPIE SHIRE,3,QLD,0,0,0,810,0,0,0,0,0,0,19000,426
SA117,THE REGIONAL COUNCIL OF GOYDER,4,SA,0,0,327,1830,325,1,1,325,0,2,19000,426
VIC160,BAW BAW SHIRE,2,VIC,6314,0,12795,0,18586,469,54,18676,231,202,297000,277
WA287,SHIRE OF EAST PILBARA,5,WA,112,0,0,3179,24,19,69,24,19,69,468000,241
WA293,SHIRE OF YORK,5,WA,0,2060,76,0,1471,427,238,1977,125,34,762000,202
WA392,SHIRE OF THREE SPRINGS,5,WA,0,0,30,331,30,0,0,30,0,0,0,497
SA91,CITY OF MARION,4,SA,33,0,45597,497,42761,1939,930,42422,534,2674,3172000,77
SA93,CITY OF ONKAPARINGA,4,SA,3994,0,74123,1,77537,274,306,77613,150,354,935000,181
VIC162,WODONGA CITY,2,VIC,2192,0,14975,0,16993,153,21,17091,76,0,108000,355
WA303,SHIRE OF MURCHISON,5,WA,0,0,0,0,0,0,0,0,0,0,0,497
WA356,SHIRE OF NUNGARIN,5,WA,0,0,291,0,291,0,0,291,0,0,1000,480
WA375,TOWN OF MOSMAN PARK,5,WA,0,5034,0,0,5031,2,1,5033,0,1,4000,456
WA405,SHIRE OF YALGOO,5,WA,0,0,0,176,0,0,0,0,0,0,6000,450
NSW187,BALLINA SHIRE COUNCIL,1,NSW,12772,0,7149,0,14484,4474,963,14511,712,4698,6726000,44
NSW251,MAITLAND CITY COUNCIL,1,NSW,26664,0,4086,0,27446,1054,2250,28745,1925,80,8211000,34
NSW259,GWYDIR SHIRE COUNCIL,1,NSW,0,0,2286,62,1655,556,75,2211,75,0,350000,262
NSW273,WALCHA COUNCIL,1,NSW,0,0,1837,0,1492,77,268,1569,268,0,1200000,155
NSW291,BOGAN SHIRE COUNCIL,1,NSW,0,1056,0,69,0,3,1053,3,1053,0,1847000,119
NSW299,WARREN SHIRE COUNCIL,1,NSW,0,1166,0,113,0,0,1166,1166,0,0,1208000,154
NSW304,GUNDAGAI SHIRE COUNCIL,1,NSW,362,0,1196,0,1305,141,112,1438,119,1,437000,245
QLD109,MURWEH SHIRE,3,QLD,2327,0,0,561,1207,481,639,946,1315,66,1438000,137
SA128,THE DC OF MOUNT REMARKABLE,4,SA,0,0,368,1655,356,9,3,354,3,11,110000,351
SA96,TATIARA DC,4,SA,0,0,3066,0,2869,72,125,2859,35,172,609000,224
TAS67,CENTRAL HIGHLANDS COUNCIL,6,TAS,0,0,2412,0,2110,74,228,2116,16,280,496000,236
